ID,drift_rate,bound,non_dec,tau,CI1,CI2,CI3,LL
1.0,0.7299398240623407,0.7686873562225015,0.1553631053680146,3.0,0.2679770694659093,2.9259444904182588,4.498276165356508,6068.2957388601035
2.0,0.41022929226086463,0.7749007740345121,0.20464577016758756,2.6486563603522977,-1.7500936207046396,-0.27681523748566605,5.4732783832189735,5365.116954302431
3.0,0.7145687890253062,0.869647225149651,0.1568181575241254,2.9853959928214304,2.858685829902971,3.6332788901952933,2.189049723411591,6535.786637841549
4.0,0.5828924214377073,0.7527343823492444,0.17928846383806124,3.0,1.5583558224817327,2.6479094914899965,2.2779502223343,7035.87842635242
5.0,0.6541213533600688,0.8073700743164178,0.16768592215333245,3.0,-1.0226650478297932,1.8958581655227522,5.096768078295156,6537.284578928954
6.0,1.173000762242489,0.6985671208024731,0.17520470448219863,3.0,0.40277226723499987,1.197997900799111,2.867713360360539,3945.698373489729
7.0,1.182566421480569,0.695593686275675,0.1750359809325686,3.0,4.0,7.091246666629404,4.595958488407107,3864.4212095306602
8.0,0.6456695735697445,0.7128290982385573,0.1524620447553574,3.0,-3.9845664796131004,-1.9073864018007338,5.282479050268433,4456.882395905471
9.0,0.9573426776620687,0.7079735242265985,0.22929485800667157,2.2021796973955077,3.866808588093306,5.648988171356944,3.238111351382825,3446.82846005636
10.0,1.1259532210977907,0.7094441523983342,0.15808580570329636,1.9843963026055644,3.1801263999746103,4.813078537752681,4.513661010554461,3927.0120303842864
11.0,1.0429194053056783,0.8061981993997783,0.16252957843359175,2.9979168860447274,-0.06363432042653844,2.408789907809501,4.504439948086054,5522.125771045718
12.0,0.7995405718548866,0.6808375423644716,0.17722884983458825,3.0,2.2285129439241276,3.661900558408483,3.049045829016564,5851.180494714694
13.0,0.5809954529720879,0.5932606060906841,0.1608876209073353,3.0,1.1713155893538516,2.831616793935154,3.8118661996050145,4736.997782135873
14.0,0.6427601951249895,0.8154551523679514,0.16958568896489204,3.0,1.1322907543599896,2.3050851324728407,2.4239163177365235,7114.542004210282
15.0,0.4669605755930511,0.7383316176424126,0.21277956695292163,3.0,1.6536033101023446,2.4701020864031644,2.8847412870910043,6467.746345018656
16.0,0.5073237417541088,0.6582120885273404,0.1862799443467938,3.0,0.9290480905763234,2.515162126848457,3.0285105914767723,5987.699554842174
17.0,1.00339654852479,0.8196065853268879,0.19059925096692173,3.0,1.0480576847423726,2.6275598642787656,3.43933032048883,6099.798583142153
18.0,0.5638117324902311,0.6707462005515394,0.1598451212834471,3.0,-0.2078397932048612,1.5580506370271754,3.3763857893813416,6187.17373817999
19.0,0.5452222606556509,0.6532120350518504,0.15844038287058637,2.9328323177030686,-0.1437239612607762,1.4991833015187532,3.794248244416217,5860.346396398934
20.0,0.6681520858593927,0.7890542990293813,0.32959590492306245,3.0,0.5323350075464106,3.7851996287845706,6.757416280393679,6092.729897556309
21.0,0.7069967425117385,0.5577408278813597,0.15900915424677006,3.0,-2.1713034162173583,0.6572422146915713,5.343667257833703,3858.7435900427026
22.0,1.0051041981441087,0.8090738011014096,0.15028345714994987,2.6777268411193047,0.3450512665936825,4.150510133750319,6.822567576828787,4669.117598116235
23.0,0.6910630400275105,0.7090895057651357,0.1909294748704738,2.9980150470580216,1.2929130906318396,3.595440764948214,6.302527674316375,5514.651430447045
24.0,0.7864625506579038,0.6302677145252548,0.1800687945020344,2.9585120789147,2.65832810901855,5.725995217591422,6.847023995453945,4014.9465807218235
25.0,1.1386744424412811,0.7193338173294082,0.155792370278522,3.0,-0.24494473127699776,2.4921439385942996,4.812505981889103,4436.282318354904
26.0,0.5979834678105581,0.6910297916851151,0.17382976346880194,3.0,-0.7928581646262545,1.2231956019564805,3.93507989802949,6025.9360513092415
27.0,0.7952305286772406,0.6448771511386799,0.15906394515800998,3.0,2.767392951971955,3.239065699401992,1.1594786576264189,5129.023499167164
28.0,0.9734733209244537,0.7986899792142407,0.13711339697280897,2.278841280013839,1.8875105770289597,2.8684044146265917,2.136786318039302,6182.996458732875
29.0,1.082541192367903,0.7424853672685352,0.14141011552584892,2.1543755055538814,-0.641768526357231,2.1794213970728196,4.489559193653706,4932.596799334852
30.0,0.4603800760558755,0.7228423663069421,0.16491657459583323,3.0,-1.2723870717004477,1.3950456194178298,4.9978079914160585,5932.226428337611
31.0,0.8669475374138225,0.8821278378976503,0.3676099682857227,2.9937808277372944,2.341233369034213,4.521003257701995,4.311265110361118,6506.51542872354
32.0,0.9667779214438709,0.6082199986016857,0.17231207301672102,2.462944438166866,1.2965668594203876,2.7345364644311543,3.323835063540053,5006.364698479073
33.0,1.371552103827454,0.6587396027919569,0.15851586935414047,1.4767442193810507,1.7402733734339704,2.8860898014466683,2.7245421522709785,4364.941342277518
34.0,1.1200289132220134,0.8518923941265281,0.32847038369728315,3.0,-3.8059867982884743,-0.7786254218446405,7.027361376443833,3957.9450036456133
35.0,0.3047893904461623,0.5872895900353546,0.17477055054675342,0.8168241999168994,-2.232702945427685,-1.2974080479755314,4.935294897452153,2252.4727133050346
36.0,0.6241909696999003,0.7017831173191729,0.4685552675290602,3.0,0.9764610180015059,2.4742869342638185,5.497825916262313,5708.217588122488
37.0,0.768352276034303,0.5366420053605458,0.17245658474415293,2.6993417896017644,0.6023427582763843,2.3673918952259716,3.5844577449986406,4581.145139850381
38.0,1.3793092230364776,0.6647606266564803,0.16177734557215998,1.5294521999138295,1.8353866388537978,2.329331647011512,1.5302595511556407,4820.316630817233
39.0,0.6884565229694386,0.8894474233023438,0.16946727380969043,1.586888344514945,-1.482213419539314,2.517786580460686,7.105855898854433,5055.190759236943
