ID,drift_rate,bound,non_dec,tau,CI1,CI2,CI3,LL
40.0,1.1535918123936741,0.7316044111379804,0.17400195716762773,2.314374796155368,0.4319573005881604,2.605804831216284,3.9594426627705115,4984.895875208444
41.0,1.1634210230172983,0.6508885105671204,0.16426782079764882,3.0,-0.26814472141689033,1.6315054597354177,5.24450912069851,3670.8423288062913
42.0,0.6397231148422089,0.7410035429889292,0.3349022627491663,2.784106436949254,-1.51825635696521,0.21857209214410744,5.736828449109318,5041.624485487657
43.0,0.9246853735018375,0.8395292199210225,0.15211807763490065,2.753170493286045,3.016540887087599,4.465163571164789,3.348383286479924,5995.174150328041
44.0,0.6433578716839974,0.6890876693644398,0.1530171396131448,2.9868803284008987,-1.701407689921805,0.6262233021363144,5.222336863961592,5125.034677958832
45.0,0.4969023561323665,0.7740872376548831,0.19724515702852707,3.0,-0.9948868699772596,1.3777803671133375,4.701531952176978,6664.800993121739
46.0,0.447914639382222,0.5979439292118939,0.1658920526306869,3.0,0.07701323093594552,2.4547697772810855,4.813995662026773,4832.397253759395
47.0,0.9356625873098549,0.5282139587361744,0.16866458395174558,1.3713576695662557,1.7056729391119552,2.4703489012248956,1.76518852654715,3467.0953853738747
48.0,1.0363341866364881,0.7407693078234789,0.14934415885348298,3.0,-0.7341203104205888,2.5471199273106286,6.862589336357425,4218.8050848655
49.0,0.8935164350582419,0.8319329868705647,0.1822185412126064,3.0,-0.08552833256817693,1.5783191865480037,2.879524374669482,5862.287290707556
50.0,0.7929124102690012,0.7653064236384332,0.21712228348783238,3.0,1.7046546537066938,3.383134829357691,3.501587251336982,6349.44277663111
51.0,1.1583835170143622,0.7409889708981259,0.16652278591857772,1.8230302798871776,1.854431469576182,3.0592511680307197,2.514071234693409,5557.928920843122
52.0,0.9633665719399684,0.793701979369312,0.20029895097877043,3.0,3.3921739697338156,5.206265718309819,3.114645250327652,5627.539044550001
53.0,0.36337501524462784,0.5783585527811634,0.16778348601160073,3.0,1.9064121352282044,3.161937727902379,3.038950330389878,4106.364404605098
54.0,1.2761377358377481,0.6736171632362123,0.19377879802760362,2.185183940877815,4.0,5.929208435301748,3.739939339057681,2984.3982624809805
55.0,1.0023432483646981,0.666985143096966,0.16219593825964657,3.0,2.1961075496289633,3.1839440043434566,2.680048476167842,5438.215453693478
56.0,0.5498985226116633,0.6960840502822685,0.15046680071107982,3.0,1.8626881477193293,2.195705412026605,1.4266544172475588,6081.566684301708
57.0,0.37239625685883526,0.8541152050089507,0.2573599690970053,3.0,0.25690722258541027,2.0275191045189227,2.953183892476803,7905.017797554727
58.0,0.8231968204075031,0.8886914499888403,0.16857865405663783,2.6011268236890013,-1.0798836019504485,2.9201163980495517,6.191332592028042,5594.456696224544
59.0,0.738870752688459,0.8021645121007721,0.22620534642137174,3.0,1.9454179811800252,3.72406012956479,3.866594099834371,6683.105795249007
60.0,1.1661691617910352,0.8737635133291471,0.1677050363560202,2.0481922739895433,-1.8055867215844363,2.1944132784155634,7.425113128837678,4335.99269098437
