ID,drift_rate,bound,non_dec,LL
1.0,0.7308063940476932,0.7564033361189159,0.16418266704079107,6218.862004964368
2.0,0.4181978584499159,0.7946701033842302,0.20055853499462,5227.130726744976
3.0,0.7112733843959435,0.872525613438909,0.15856358567832626,6574.433426526795
4.0,0.589934422920601,0.76897629511172,0.17417713265550758,7007.430463358576
5.0,0.6592733269210763,0.8274507392112921,0.15704569484431224,6623.014394309463
6.0,1.177795612765545,0.7049255064480147,0.17306089473483532,3998.8822873550544
7.0,1.2132485713370822,0.7006572330317246,0.17752063745146887,3784.2065969821156
8.0,0.6509214012989707,0.7141085359421969,0.15565117608626242,4429.57888302213
9.0,0.9543739505976441,0.7095378367878898,0.22759504493851182,3530.6895112192033
10.0,1.1259880964329594,0.7094369278263049,0.15896870385966136,4038.7130411194066
11.0,1.060323966927349,0.798796139731758,0.16739743078976033,5669.741599029478
12.0,0.8012146150805025,0.67407427126431,0.1826020935395869,5947.176281021264
13.0,0.582579922071079,0.5786125425027061,0.16965823734599,4807.10369007141
14.0,0.6477367601629127,0.8147677678003962,0.17456711887560986,7201.282672650075
15.0,0.47249219674418635,0.7455753181954458,0.21315966869570319,6447.134672601183
16.0,0.5104230652762232,0.658827602111291,0.18827909188763725,6054.404776959938
17.0,1.0062588401401509,0.8267512658314206,0.18777762085882332,6255.266141056193
18.0,0.5673837626597901,0.6718223160265222,0.16181344424035082,6238.619637819679
19.0,0.5556947616400332,0.6632604531843613,0.1541212394050451,5905.750212510299
20.0,0.6617034088244206,0.8521604321024273,0.278610497226313,5997.84807966511
21.0,0.7088842296683728,0.5629546661016955,0.15741377541422102,3912.5866877068847
22.0,1.005126897710545,0.8090759169872297,0.15025088975943376,4815.208853076572
23.0,0.702069459915895,0.7327174590842976,0.17950234521150393,5614.308527214496
24.0,0.8136709497800365,0.6344978703153468,0.18063777205132986,4099.950604636094
25.0,1.1377506814571525,0.7081524174128621,0.16147705421468225,4547.487147467867
26.0,0.6032670828637167,0.7002741806486531,0.17197756278746287,6047.717124210767
27.0,0.7980665114855688,0.6488631474663961,0.15845360787898483,5178.420283365943
28.0,0.9734706163109189,0.798689565635948,0.13794284881893007,6374.888656370091
29.0,1.0821967706146394,0.7406303115541771,0.14289773161633423,5098.053044176382
30.0,0.46350211260879565,0.7347734735274163,0.15931491109111265,6004.983195233406
31.0,0.8493667953600664,0.952801174107186,0.3056901975622654,6637.971117555356
32.0,0.966545044921294,0.6023668133040369,0.17569054007580073,5154.606602373157
33.0,1.373924027279199,0.6676157525612586,0.15468530389109766,4536.1864001115955
34.0,1.126035175417502,0.8490204732591805,0.3327583778576734,4020.863609071545
35.0,0.3098062799409477,0.6003410975619176,0.17272444999050096,2074.136984931549
36.0,0.6279448267631618,0.7091876314235249,0.46689102971019397,5776.682066844089
37.0,0.7686105728038145,0.5366676120098832,0.17219495812308275,4700.914915900992
38.0,1.379320738524382,0.6647619530658,0.16163392779549274,4983.185596031352
39.0,0.7008066106887176,0.9119605362345723,0.1644734390547677,5038.579985874664
40.0,1.1523153660691354,0.7199841589797008,0.18075633682542105,5159.444138440778
41.0,1.1713444035152782,0.660766372310893,0.16172258968142086,3671.461888095908
42.0,0.6450442390753155,0.7424729531879024,0.3371111616527909,5078.816249170061
43.0,0.9243984104456592,0.8333300483883879,0.15672385020981305,6151.613732728516
44.0,0.6511453464808669,0.6955000844755093,0.15124161637917452,5204.074300541495
45.0,0.5059605338532829,0.7939009378791986,0.19304309059164737,6573.919592940473
46.0,0.45082849591351265,0.6035129822363972,0.16475530378627068,4841.085635225294
47.0,0.9355331779912757,0.5260789721895912,0.16912848102799033,3617.052178946431
48.0,1.0565111534957874,0.7600521479138597,0.14666961990670332,4056.427276601716
49.0,0.8990371907924838,0.8356372299024356,0.18302640521654573,5934.759878362818
50.0,0.7986041034811483,0.7541093733388561,0.22861045831418453,6498.356316015487
51.0,1.1551930443721194,0.7219779006514763,0.17603456152796243,5749.197158959855
52.0,0.9642276803849306,0.8188328047968341,0.18451259916863624,5753.050644268136
53.0,0.36485938794643547,0.5875917457367105,0.16358258238537585,4130.355694714385
54.0,1.2876606751397812,0.6710964178675164,0.1959155943759895,3048.193237140313
55.0,1.001998512646773,0.6524750156461165,0.1703452007324222,5556.553656450752
56.0,0.5527782451497318,0.7102519769476088,0.14381430974966897,6143.893838139464
57.0,0.3812168824517055,0.8730676143538474,0.2586197184697039,7784.747218196848
58.0,0.8343469391718653,0.8980052361393647,0.17099820417837125,5569.761562852836
59.0,0.7321538739708385,0.8520333382765699,0.186249582556461,6674.655532833194
60.0,1.1671485690484444,0.8760819759501853,0.16643862974912915,4510.968543394902
