,index,Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Day,Feedback,correct
527,558,1,2,1,2,0.828,0.433,2,1,0
528,559,1,1,2,2,0.788,0.432,2,1,0
529,560,1,1,1,3,0.56,0.647,2,1,1
530,561,1,2,1,1,1.11,0.581,2,1,0
531,562,1,2,2,2,0.67,0.624,2,1,1
532,563,1,1,2,3,1.13,1.081,2,1,0
533,564,1,2,2,2,0.74,0.85,2,1,1
534,565,1,2,2,3,0.529,0.734,2,1,1
535,566,1,1,1,4,0.32,0.366,2,1,1
536,567,1,2,2,1,0.954,1.25,2,1,1
537,568,1,1,2,2,0.647,1.26,2,1,0
538,569,1,2,1,1,1.557,0.831,2,1,0
539,570,1,1,1,4,0.442,0.726,2,1,1
540,571,1,2,2,2,1.33,0.46,2,1,1
541,572,1,2,2,3,0.991,0.468,2,1,1
542,573,1,1,1,1,1.081,4.06,2,1,1
543,574,1,1,1,2,0.342,0.561,2,1,1
544,575,1,1,1,3,0.342,0.975,2,1,1
545,576,1,2,2,3,0.493,0.858,2,1,1
546,577,1,1,1,3,0.351,1.034,2,1,1
547,578,1,2,1,2,0.724,1.816,2,1,0
548,579,1,2,2,2,1.081,0.91,2,1,1
549,580,1,1,1,4,0.354,0.715,2,1,1
550,581,1,1,1,3,0.509,0.629,2,1,1
551,582,1,1,1,3,0.351,0.452,2,1,1
552,583,1,2,2,3,0.658,1.088,2,1,1
553,584,1,2,1,2,0.74,0.488,2,1,0
554,585,1,2,1,2,1.048,1.017,2,1,0
555,586,1,1,1,2,0.546,0.499,2,1,1
556,587,1,2,1,3,0.42,1.491,2,1,0
557,588,1,2,1,3,0.558,0.6,2,1,0
558,589,1,1,1,4,0.303,0.745,2,1,1
559,591,1,2,2,2,0.589,0.765,2,1,1
560,592,1,1,1,1,1.709,0.526,2,1,1
561,593,1,2,2,2,0.879,0.55,2,1,1
562,595,1,2,1,2,0.909,0.648,2,1,0
563,596,1,1,1,4,0.265,0.729,2,1,1
564,597,1,2,1,2,1.754,0.87,2,1,0
565,598,1,2,2,3,0.489,0.418,2,1,1
566,599,1,2,1,2,0.914,0.436,2,1,0
567,600,1,1,1,4,0.309,0.664,2,1,1
568,601,1,2,1,2,0.708,1.406,2,1,0
569,602,1,1,1,2,0.742,0.316,2,1,1
570,603,1,1,1,3,0.309,0.637,2,1,1
571,604,1,2,1,2,1.339,1.045,2,1,0
572,605,1,1,2,2,0.845,0.499,2,1,0
573,606,1,2,2,2,0.685,0.847,2,1,1
574,608,1,1,1,3,0.269,0.468,2,1,1
575,609,1,1,1,2,0.377,1.465,2,1,1
576,610,1,1,1,3,0.286,0.883,2,1,1
577,611,1,2,2,3,0.851,0.5,2,1,1
578,612,1,1,1,3,0.273,0.601,2,1,1
579,613,1,1,1,4,0.326,0.417,2,1,1
580,614,1,1,1,3,0.397,0.558,2,1,1
581,615,1,1,1,4,0.281,0.425,2,1,1
582,616,1,1,1,2,0.373,1.596,2,1,1
583,617,1,2,2,2,0.662,0.487,2,1,1
584,618,1,2,2,1,0.589,1.089,2,1,1
585,619,1,1,1,2,0.768,0.628,2,1,1
586,620,1,2,2,3,0.799,0.831,2,1,1
587,621,1,1,1,3,0.438,0.577,2,1,1
588,622,1,2,1,2,0.447,0.453,2,1,0
589,624,1,1,1,4,0.293,0.734,2,1,1
590,625,1,1,1,4,0.368,0.756,2,1,1
591,626,1,2,1,2,0.727,0.516,2,1,0
592,627,1,2,2,2,0.476,0.508,2,1,1
593,628,1,1,1,3,0.298,0.358,2,1,1
594,629,1,2,2,3,0.629,0.848,2,1,1
595,630,1,1,2,2,1.255,0.917,2,1,0
596,631,1,2,2,1,1.358,1.807,2,1,1
597,632,1,2,2,2,1.029,0.476,2,1,1
598,633,1,1,1,4,0.291,0.789,2,1,1
599,634,1,1,1,3,0.397,0.534,2,1,1
600,636,1,2,1,2,0.416,0.691,2,1,0
601,637,1,2,2,2,1.24,0.48,2,1,1
602,638,1,2,2,2,0.931,0.694,2,1,1
603,639,1,1,1,3,0.524,1.151,2,1,1
604,640,1,2,1,1,0.613,2.214,2,1,0
605,641,1,2,2,2,1.62,0.656,2,1,1
606,643,1,2,2,2,0.831,1.748,2,1,1
607,644,1,1,1,4,0.316,0.82,2,1,1
608,645,1,2,2,1,1.394,0.447,2,1,1
609,646,1,2,2,1,1.496,0.944,2,1,1
610,647,1,2,1,3,0.771,1.007,2,1,0
611,648,1,2,2,3,0.798,0.885,2,1,1
612,649,1,1,1,3,0.727,1.008,2,1,1
613,650,1,2,2,2,1.027,0.383,2,1,1
614,651,1,1,1,4,0.335,0.734,2,1,1
615,652,1,1,2,2,0.648,0.717,2,1,0
616,653,1,1,1,2,1.276,0.706,2,1,1
617,654,1,1,1,2,0.536,1.995,2,1,1
618,655,1,2,2,2,0.498,0.832,2,1,1
619,656,1,1,1,3,0.659,0.781,2,1,1
620,657,1,2,2,2,0.818,0.862,2,1,1
621,658,1,2,2,2,0.654,0.905,2,1,1
622,659,1,2,2,3,0.81,0.366,2,1,1
623,660,1,2,1,2,0.698,0.754,2,1,0
624,663,1,2,2,2,0.709,0.644,2,1,1
625,664,1,2,1,2,0.786,0.839,2,1,0
626,665,1,1,1,3,0.495,0.737,2,1,1
627,666,1,1,1,3,0.671,0.358,2,1,1
628,667,1,1,1,2,0.72,0.469,2,1,1
629,668,1,2,2,2,0.601,0.835,2,1,1
630,669,1,1,1,3,0.502,0.483,2,1,1
631,670,1,1,1,3,0.634,0.398,2,1,1
632,671,1,2,2,2,0.662,0.842,2,1,1
633,672,1,1,1,4,0.334,0.773,2,1,1
634,673,1,1,1,3,0.588,1.355,2,1,1
635,674,1,2,1,2,1.74,0.36,2,1,0
636,675,1,2,1,3,0.357,0.427,2,1,0
637,676,1,1,1,4,0.281,0.385,2,1,1
638,678,1,2,2,2,1.66,0.616,2,1,1
639,679,1,1,1,4,0.409,0.913,2,1,1
640,680,1,2,1,2,1.888,0.034,2,1,0
641,681,1,1,1,4,0.375,0.938,2,1,1
642,682,1,2,1,2,1.726,0.858,2,1,0
643,683,1,1,1,2,1.095,1.084,2,1,1
644,684,1,1,2,2,0.834,0.44,2,1,0
645,685,1,2,2,3,0.6,0.522,2,1,1
646,686,1,1,1,3,0.367,0.721,2,1,1
647,687,1,1,1,4,0.311,0.402,2,1,1
648,688,1,2,2,2,1.417,0.792,2,1,1
649,689,1,1,1,3,0.382,1.932,2,1,1
650,690,1,2,1,1,0.877,0.425,2,1,0
651,691,1,2,2,1,1.64,0.668,2,1,1
652,692,1,1,1,3,0.54,1.436,2,1,1
653,693,1,2,2,2,0.612,0.485,2,1,1
654,694,1,2,2,2,0.558,0.824,2,1,1
655,695,1,2,1,2,0.709,0.421,2,1,0
656,696,1,2,2,2,0.736,1.195,2,1,1
657,697,1,1,1,3,0.293,0.389,2,1,1
658,698,1,2,1,2,0.553,0.557,2,1,0
659,699,1,1,1,2,0.522,0.409,2,1,1
660,700,1,1,1,3,0.423,0.481,2,1,1
661,702,1,1,1,2,1.814,1.667,2,1,1
662,703,1,2,2,2,0.459,0.8,2,1,1
663,704,1,1,1,3,0.275,0.315,2,1,1
664,705,1,1,1,2,0.476,0.96,2,1,1
665,706,1,1,1,4,0.255,0.639,2,1,1
666,707,1,1,1,2,0.583,1.119,2,1,1
667,708,1,2,1,2,0.597,0.332,2,1,0
668,709,1,1,1,1,1.451,0.327,2,1,1
669,710,1,2,2,2,0.493,0.3,2,1,1
670,711,1,1,1,3,0.586,0.745,2,1,1
671,712,1,2,2,3,0.49,0.702,2,1,1
672,713,1,1,1,4,0.382,0.448,2,1,1
673,714,1,1,1,3,0.412,0.444,2,1,1
674,715,1,1,1,2,0.447,0.617,2,1,1
675,716,1,2,2,1,1.519,1.327,2,1,1
676,717,1,2,1,2,0.57,0.46,2,1,0
677,718,1,1,1,2,0.614,0.647,2,1,1
678,719,1,1,1,2,0.344,0.948,2,1,1
679,720,1,1,1,3,0.363,1.147,2,1,1
680,721,1,1,1,3,0.359,0.792,2,1,1
681,722,1,1,1,2,0.612,0.482,2,1,1
682,723,1,2,2,2,0.51,0.398,2,1,1
683,724,1,2,2,1,0.71,1.045,2,1,1
684,725,1,2,1,2,0.507,0.538,2,1,0
685,726,1,2,1,2,0.768,0.94,2,1,0
686,727,1,2,2,2,0.754,0.526,2,1,1
687,728,1,2,2,2,0.783,1.144,2,1,1
688,730,1,1,1,4,0.473,0.945,2,1,1
689,731,1,2,1,2,0.889,0.524,2,1,0
690,732,1,1,1,2,0.613,0.429,2,1,1
691,733,1,2,2,2,1.154,1.357,2,1,1
692,734,1,2,2,2,1.474,0.365,2,1,1
693,735,1,2,2,2,1.422,0.578,2,1,1
694,736,1,1,1,3,0.339,1.108,2,1,1
695,737,1,2,1,2,0.451,2.077,2,1,0
696,738,1,1,1,3,0.349,0.709,2,1,1
697,739,1,1,1,1,1.177,0.312,2,1,1
698,740,1,1,1,3,0.432,1.015,2,1,1
699,741,1,1,1,3,0.599,0.597,2,1,1
700,742,1,2,2,2,0.645,0.533,2,1,1
701,743,1,1,2,2,1.017,0.467,2,1,0
702,744,1,2,1,1,1.037,1.05,2,1,0
703,745,1,2,2,2,0.474,0.578,2,1,1
704,746,1,1,1,3,0.461,3.12,2,1,1
705,747,1,1,1,3,0.475,1.156,2,1,1
706,748,1,2,1,2,0.604,0.753,2,1,0
707,749,1,2,1,1,1.634,1.537,2,1,0
708,750,1,1,1,4,0.318,0.624,2,1,1
709,751,1,2,2,2,1.609,0.311,2,1,1
710,752,1,1,1,3,0.326,0.365,2,1,1
711,753,1,2,2,3,0.537,0.57,2,1,1
712,754,1,2,2,2,0.916,0.62,2,1,1
713,755,1,2,2,2,0.804,0.733,2,1,1
714,756,1,2,1,1,0.707,0.74,2,1,0
715,757,1,2,1,2,0.97,0.886,2,1,0
716,758,1,2,2,2,0.528,0.42,2,1,1
717,759,1,2,1,1,0.934,0.512,2,1,0
718,760,1,1,1,3,0.332,0.862,2,1,1
719,761,1,1,1,3,0.363,0.542,2,1,1
720,762,1,1,1,2,0.788,0.433,2,1,1
721,763,1,1,1,4,0.335,0.995,2,1,1
722,764,1,2,1,3,0.457,1.198,2,1,0
723,765,1,2,2,2,0.506,0.523,2,1,1
724,766,1,2,1,2,1.212,0.698,2,1,0
725,767,1,1,1,2,0.303,0.417,2,1,1
726,768,1,2,2,2,0.596,0.715,2,1,1
727,770,1,1,1,2,0.586,0.569,2,1,1
728,771,1,1,1,3,0.32,0.445,2,1,1
729,772,1,2,1,2,0.69,0.687,2,1,0
730,773,1,1,1,3,0.471,0.932,2,1,1
731,774,1,2,1,2,0.748,0.426,2,1,0
732,775,1,1,1,3,0.318,0.319,2,1,1
733,776,1,2,2,2,0.905,0.319,2,1,1
734,777,1,1,1,2,0.586,0.343,2,1,1
735,778,1,1,1,3,0.317,0.349,2,1,1
736,779,1,1,1,1,1.576,0.272,2,1,1
737,780,1,1,1,2,0.339,0.705,2,1,1
738,781,1,2,2,2,1.905,1.299,2,1,1
739,782,1,1,1,3,0.295,0.359,2,1,1
740,783,1,2,2,2,1.667,0.328,2,1,1
741,784,1,1,2,1,0.915,0.991,2,1,0
742,785,1,1,1,2,0.447,0.55,2,1,1
743,786,1,2,1,2,1.384,0.397,2,1,0
744,788,1,1,1,3,0.311,0.308,2,1,1
745,790,1,1,1,3,0.435,2.093,2,1,1
746,791,1,2,1,1,0.807,0.44,2,1,0
747,792,1,2,2,2,0.536,0.37,2,1,1
748,793,1,2,1,2,1.119,0.277,2,1,0
749,794,1,1,1,3,0.495,2.291,2,1,1
750,795,1,1,1,3,0.366,0.331,2,1,1
751,796,1,1,1,2,1.637,0.394,2,1,1
752,797,1,1,2,2,1.135,0.64,2,1,0
753,798,1,2,2,3,0.832,0.834,2,1,1
754,799,1,2,2,2,1.202,0.325,2,1,1
755,800,1,1,1,4,0.426,0.758,2,1,1
756,801,1,1,1,2,0.602,0.537,2,1,1
757,802,1,1,1,3,0.326,0.383,2,1,1
758,803,1,2,1,2,1.7,0.673,2,1,0
759,804,1,2,1,2,0.676,0.305,2,1,0
760,805,1,2,2,1,0.568,0.718,2,1,1
761,806,1,2,2,1,0.865,0.535,2,1,1
762,808,1,1,1,3,0.547,0.875,2,1,1
763,809,1,2,2,2,1.393,0.578,2,1,1
764,810,1,2,1,1,1.318,1.046,2,1,0
765,811,1,2,1,2,0.497,0.636,2,1,0
766,812,1,2,1,2,0.861,0.316,2,1,0
767,813,1,2,1,3,0.337,0.344,2,1,0
768,814,1,2,2,1,0.731,1.342,2,1,1
769,815,1,2,1,2,1.847,0.323,2,1,0
770,816,1,2,2,1,1.347,2.525,2,1,1
771,817,1,1,1,3,0.552,0.464,2,1,1
772,819,1,2,2,1,1.187,1.191,2,1,1
773,820,1,1,1,2,1.415,0.611,2,1,1
774,821,1,1,1,3,0.696,0.695,2,1,1
775,822,1,1,1,3,0.819,0.33,2,1,1
776,823,1,1,1,3,0.356,0.6,2,1,1
777,824,1,2,2,2,0.956,0.619,2,1,1
778,825,1,2,2,1,1.408,0.519,2,1,1
779,826,1,1,1,4,0.374,0.722,2,1,1
780,827,1,1,1,4,0.393,0.839,2,1,1
781,828,1,2,1,2,1.544,0.422,2,1,0
782,829,1,2,1,2,0.616,1.513,2,1,0
783,830,1,1,1,2,0.692,0.433,2,1,1
784,831,1,2,2,2,0.577,1.542,2,1,1
785,832,1,1,1,2,0.582,1.017,2,1,1
786,833,1,1,2,1,1.004,0.91,2,1,0
787,834,1,1,1,4,0.324,0.784,2,1,1
788,835,1,2,2,2,0.935,0.402,2,1,1
789,837,1,1,1,3,0.321,0.483,2,1,1
790,838,1,2,1,2,1.055,0.673,2,1,0
791,839,1,2,1,2,1.326,0.428,2,1,0
792,840,1,1,1,3,0.506,0.807,2,1,1
793,841,1,2,1,2,0.693,0.484,2,1,0
794,842,1,2,2,3,0.441,0.648,2,1,1
795,843,1,1,1,4,0.419,0.67,2,1,1
796,844,1,2,1,2,0.952,0.364,2,1,0
797,845,1,1,1,2,0.457,0.351,2,1,1
798,847,1,2,2,3,0.575,1.722,2,1,1
799,848,1,2,2,2,0.711,1.198,2,1,1
800,849,1,2,2,1,1.498,0.327,2,1,1
801,850,1,2,1,2,0.909,0.647,3,1,0
802,852,1,2,1,2,0.92,0.582,3,1,0
803,853,1,2,1,4,0.498,0.769,3,1,0
804,854,1,2,2,2,0.753,0.623,3,1,1
805,855,1,2,1,2,1.416,0.421,3,1,0
806,858,1,2,2,3,0.512,0.362,3,1,1
807,859,1,1,1,4,0.343,0.902,3,1,1
808,860,1,2,1,3,1.07,0.753,3,1,0
809,861,1,1,1,2,0.906,0.328,3,1,1
810,862,1,2,2,2,0.789,0.554,3,1,1
811,863,1,1,2,3,1.088,0.406,3,1,0
812,864,1,1,1,2,1.473,0.336,3,1,1
813,865,1,2,2,2,0.638,0.8,3,1,1
814,867,1,1,1,2,0.565,1.26,3,1,1
815,868,1,1,1,3,0.49,0.788,3,1,1
816,869,1,2,1,2,1.566,1.881,3,1,0
817,870,1,1,1,3,0.339,0.382,3,1,1
818,871,1,1,1,2,0.963,0.446,3,1,1
819,872,1,2,2,2,0.562,0.487,3,1,1
820,873,1,2,2,2,0.507,1.261,3,1,1
821,875,1,2,1,2,1.774,0.553,3,1,0
822,876,1,1,2,2,0.544,0.414,3,1,0
823,877,1,2,2,2,1.638,0.377,3,1,1
824,878,1,1,1,4,0.707,0.682,3,1,1
825,879,1,2,2,2,0.896,1.334,3,1,1
826,880,1,2,1,2,0.978,1.714,3,1,0
827,881,1,2,1,2,1.469,0.281,3,1,0
828,882,1,1,1,2,0.725,1.799,3,1,1
829,883,1,1,1,3,0.534,0.378,3,1,1
830,884,1,1,1,4,0.573,0.538,3,1,1
831,885,1,2,1,3,0.565,0.834,3,1,0
832,886,1,1,1,2,1.229,1.174,3,1,1
833,887,1,1,1,4,0.386,0.659,3,1,1
834,888,1,1,1,4,0.444,0.616,3,1,1
835,889,1,1,1,2,1.593,0.464,3,1,1
836,890,1,1,1,3,0.36,0.71,3,1,1
837,891,1,2,2,3,0.538,0.855,3,1,1
838,892,1,2,1,2,0.885,0.261,3,1,0
839,893,1,1,1,4,0.416,0.757,3,1,1
840,894,1,1,2,2,0.854,2.326,3,1,0
841,895,1,2,1,3,0.298,0.714,3,1,0
842,896,1,1,1,3,0.536,0.839,3,1,1
843,897,1,2,1,3,0.871,0.6,3,1,0
844,899,1,1,1,4,0.383,0.655,3,1,1
845,900,1,2,2,2,1.515,0.531,3,1,1
846,901,1,2,2,2,1.731,0.465,3,1,1
847,902,1,2,2,1,1.64,0.351,3,1,1
848,903,1,1,1,3,0.558,1.096,3,1,1
849,905,1,2,2,3,0.695,0.542,3,1,1
850,906,1,1,1,4,0.571,6.006,3,1,1
851,907,1,1,1,3,0.605,0.367,3,1,1
852,908,1,1,1,3,0.491,0.563,3,1,1
853,909,1,1,1,3,0.575,0.839,3,1,1
854,910,1,1,1,4,0.301,0.387,3,1,1
855,912,1,1,1,3,0.391,0.371,3,1,1
856,913,1,1,1,2,1.363,0.351,3,1,1
857,914,1,1,1,3,0.521,0.836,3,1,1
858,915,1,2,2,2,0.784,0.795,3,1,1
859,916,1,1,2,2,0.667,0.538,3,1,0
860,917,1,2,1,2,1.748,0.481,3,1,0
861,918,1,1,2,1,0.461,1.242,3,1,0
862,919,1,2,2,3,0.605,0.41,3,1,1
863,920,1,2,1,2,1.156,0.364,3,1,0
864,921,1,2,2,2,0.77,0.82,3,1,1
865,922,1,2,1,3,0.498,0.714,3,1,0
866,923,1,1,1,3,0.674,0.82,3,1,1
867,925,1,2,2,4,0.492,1.074,3,1,1
868,926,1,2,2,2,1.212,0.656,3,1,1
869,927,1,1,1,3,0.362,0.558,3,1,1
870,928,1,1,1,3,0.951,0.846,3,1,1
871,929,1,2,1,2,1.77,0.371,3,1,0
872,930,1,1,1,3,0.524,2.859,3,1,1
873,931,1,2,1,2,0.888,0.316,3,1,0
874,932,1,2,2,3,0.57,1.098,3,1,1
875,933,1,2,1,2,0.89,0.847,3,1,0
876,934,1,1,1,4,0.634,0.663,3,1,1
877,935,1,2,1,1,1.849,0.855,3,1,0
878,936,1,1,1,4,0.403,0.719,3,1,1
879,938,1,2,1,3,0.481,0.635,3,1,0
880,939,1,1,1,4,0.476,1.011,3,1,1
881,940,1,2,2,2,0.73,0.663,3,1,1
882,941,1,2,1,2,0.676,0.355,3,1,0
883,942,1,2,1,3,1.38,2.275,3,1,0
884,943,1,2,2,3,0.575,0.434,3,1,1
885,944,1,2,2,2,1.359,0.324,3,1,1
886,945,1,1,1,4,0.38,0.823,3,1,1
887,946,1,2,2,2,0.729,0.688,3,1,1
888,947,1,1,1,4,0.509,0.824,3,1,1
889,948,1,2,1,2,0.689,0.479,3,1,0
890,949,1,1,1,3,0.343,0.354,3,1,1
891,950,1,2,1,3,0.447,1.026,3,1,0
892,951,1,2,1,3,1.143,0.581,3,1,0
893,952,1,2,2,2,0.386,0.323,3,1,1
894,953,1,1,1,3,0.926,1.437,3,1,1
895,954,1,2,2,2,1.199,0.288,3,1,1
896,955,1,1,1,3,0.447,0.428,3,1,1
897,956,1,1,1,3,1.395,0.406,3,1,1
898,957,1,1,1,2,0.818,0.844,3,1,1
899,958,1,2,2,2,0.569,0.863,3,1,1
900,959,1,2,1,2,0.478,0.453,3,1,0
901,960,1,1,1,4,0.413,0.858,3,1,1
902,961,1,1,1,4,0.41,0.374,3,1,1
903,962,1,2,1,3,0.519,0.961,3,1,0
904,963,1,2,1,2,0.796,0.749,3,1,0
905,964,1,1,1,3,0.367,0.796,3,1,1
906,965,1,2,1,2,1.831,0.6,3,1,0
907,966,1,1,1,3,0.48,0.536,3,1,1
908,967,1,2,2,2,1.282,0.488,3,1,1
909,968,1,1,1,2,0.744,0.335,3,1,1
910,969,1,2,2,2,0.812,0.269,3,1,1
911,970,1,1,1,4,0.473,0.324,3,1,1
912,971,1,2,1,2,0.562,0.747,3,1,0
913,972,1,1,1,3,0.403,0.828,3,1,1
914,973,1,1,1,4,0.325,0.389,3,1,1
915,974,1,1,1,4,0.307,0.383,3,1,1
916,975,1,2,1,2,1.085,0.285,3,1,0
917,976,1,2,2,3,0.462,0.406,3,1,1
918,977,1,1,1,3,0.346,0.893,3,1,1
919,978,1,2,2,3,0.46,0.569,3,1,1
920,979,1,2,2,4,1.196,1.03,3,1,1
921,980,1,1,1,1,1.511,0.507,3,1,1
922,981,1,2,2,2,0.937,0.409,3,1,1
923,982,1,1,1,1,0.891,1.167,3,1,1
924,983,1,1,1,3,0.566,0.976,3,1,1
925,984,1,1,1,2,0.807,2.038,3,1,1
926,985,1,1,1,3,0.431,0.754,3,1,1
927,986,1,1,1,3,0.558,1.124,3,1,1
928,987,1,2,1,2,0.652,0.644,3,1,0
929,988,1,1,1,4,0.265,0.675,3,1,1
930,989,1,1,1,3,0.422,0.399,3,1,1
931,990,1,2,2,2,0.513,0.612,3,1,1
932,991,1,2,1,1,1.698,0.706,3,1,0
933,992,1,1,1,4,0.345,0.64,3,1,1
934,994,1,2,2,3,0.433,1.593,3,1,1
935,995,1,1,2,1,0.991,0.754,3,1,0
936,996,1,2,2,2,0.602,0.639,3,1,1
937,997,1,1,2,2,0.906,0.46,3,1,0
938,998,1,2,1,2,1.134,0.548,3,1,0
939,1000,1,2,2,3,0.577,0.386,3,1,1
940,1001,1,2,2,2,1.864,0.742,3,1,1
941,1002,1,1,1,3,0.425,0.713,3,1,1
942,1003,1,2,1,2,1.09,1.514,3,1,0
943,1004,1,2,2,3,0.709,0.377,3,1,1
944,1005,1,1,2,2,1.152,0.441,3,1,0
945,1006,1,2,2,2,1.448,0.632,3,1,1
946,1007,1,2,1,1,0.934,0.283,3,1,0
947,1008,1,1,1,2,0.632,0.613,3,1,1
948,1009,1,2,1,2,1.229,0.367,3,1,0
949,1010,1,1,1,2,0.546,0.589,3,1,1
950,1011,1,1,1,3,0.626,0.769,3,1,1
951,1012,1,2,2,2,0.561,0.508,3,1,1
952,1013,1,2,2,2,0.847,0.347,3,1,1
953,1014,1,2,2,3,0.584,0.329,3,1,1
954,1015,1,1,1,4,0.338,0.663,3,1,1
955,1016,1,2,1,2,0.662,0.387,3,1,0
956,1017,1,1,1,2,0.438,0.413,3,1,1
957,1018,1,1,1,2,0.721,1.624,3,1,1
958,1019,1,2,2,1,0.571,0.487,3,1,1
959,1020,1,2,2,2,0.884,0.375,3,1,1
960,1022,1,2,1,3,0.501,0.71,3,1,0
961,1023,1,1,1,3,0.445,0.347,3,1,1
962,1024,1,1,1,3,0.589,0.659,3,1,1
963,1025,1,1,1,4,0.326,0.387,3,1,1
964,1026,1,2,1,2,0.543,0.863,3,1,0
965,1027,1,2,2,1,1.57,1.292,3,1,1
966,1028,1,1,1,4,0.304,0.878,3,1,1
967,1029,1,1,1,3,0.401,0.358,3,1,1
968,1030,1,1,1,3,0.399,0.358,3,1,1
969,1032,1,1,1,3,0.364,0.351,3,1,1
970,1033,1,1,1,3,0.671,2.661,3,1,1
971,1034,1,1,1,4,0.419,0.906,3,1,1
972,1035,1,2,2,2,1.252,0.328,3,1,1
973,1036,1,2,2,2,0.969,0.483,3,1,1
974,1038,1,1,1,3,0.569,1.042,3,1,1
975,1039,1,1,1,4,0.405,1.278,3,1,1
976,1040,1,2,1,2,0.826,0.792,3,1,0
977,1041,1,2,1,2,1.814,0.386,3,1,0
978,1042,1,2,1,2,1.308,0.652,3,1,0
979,1044,1,1,1,3,0.433,0.504,3,1,1
980,1045,1,2,2,3,0.531,0.507,3,1,1
981,1046,1,1,1,3,0.382,0.891,3,1,1
982,1047,1,1,1,4,0.537,0.531,3,1,1
983,1048,1,1,1,3,0.478,0.503,3,1,1
984,1049,1,2,1,2,0.527,0.508,3,1,0
985,1050,1,1,1,2,0.516,0.264,3,1,1
986,1051,1,2,2,2,0.63,0.233,3,1,1
987,1052,1,1,1,3,0.566,0.487,3,1,1
988,1053,1,1,1,4,0.552,0.573,3,1,1
989,1054,1,2,1,2,0.639,0.367,3,1,0
990,1055,1,1,1,2,0.694,0.304,3,1,1
991,1056,1,1,1,2,0.618,0.484,3,1,1
992,1058,1,2,2,2,1.006,0.414,3,1,1
993,1060,1,1,1,3,0.327,0.381,3,1,1
994,1061,1,1,1,3,0.663,0.527,3,1,1
995,1062,1,1,1,4,0.311,0.25,3,1,1
996,1063,1,1,1,3,0.457,0.34,3,1,1
997,1064,1,2,2,3,0.433,0.831,3,1,1
998,1065,1,2,2,2,1.169,0.296,3,1,1
999,1066,1,1,1,3,0.378,0.406,3,1,1
1000,1067,1,2,2,2,0.546,0.706,3,1,1
1001,1068,1,2,2,2,0.562,0.311,3,1,1
1002,1069,1,2,2,2,0.882,0.895,3,1,1
1003,1070,1,1,1,3,0.506,0.356,3,1,1
1004,1071,1,1,1,1,1.117,0.351,3,1,1
1005,1072,1,1,1,3,0.484,0.481,3,1,1
1006,1073,1,1,1,4,0.355,0.327,3,1,1
1007,1074,1,2,2,2,0.618,1.233,3,1,1
1008,1075,1,2,1,2,0.499,0.715,3,1,0
1009,1076,1,1,1,3,0.437,0.531,3,1,1
1010,1077,1,1,1,4,0.409,0.354,3,1,1
1011,1078,1,2,2,2,0.502,0.34,3,1,1
1012,1079,1,2,1,2,0.533,0.378,3,1,0
1013,1080,1,1,1,2,0.538,2.214,3,1,1
1014,1081,1,1,1,1,0.736,0.323,3,1,1
1015,1082,1,1,1,3,0.305,0.553,3,1,1
1016,1083,1,2,1,2,0.596,0.655,3,1,0
1017,1084,1,1,1,4,0.524,0.995,3,1,1
1018,1087,1,2,2,3,0.54,0.39,3,1,1
1019,1088,1,1,2,1,1.62,0.812,3,1,0
1020,1089,1,2,1,2,0.422,0.659,3,1,0
1021,1090,1,2,2,2,0.545,0.558,3,1,1
1022,1091,1,2,2,2,0.751,1.518,3,1,1
1023,1092,1,1,1,3,0.439,0.781,3,1,1
1024,1093,1,1,1,2,0.635,0.32,3,1,1
1025,1094,1,2,2,2,0.406,0.303,3,1,1
1026,1095,1,2,1,3,0.57,0.937,3,1,0
1027,1096,1,2,2,3,1.208,0.311,3,1,1
1028,1097,1,1,1,3,0.564,0.367,3,1,1
1029,1098,1,1,1,4,0.44,0.386,3,1,1
1030,1099,1,1,1,3,0.562,1.3,3,1,1
1031,1100,1,2,1,2,1.426,0.355,3,1,0
1032,1101,1,2,2,2,0.531,0.609,3,1,1
1033,1102,1,1,1,3,0.399,0.281,3,1,1
1034,1103,1,1,1,2,0.535,0.503,3,1,1
1035,1104,1,1,1,2,0.398,1.078,3,1,1
1036,1105,1,2,2,2,0.595,1.941,3,1,1
1037,1106,1,1,1,4,0.307,0.53,3,1,1
1038,1107,1,2,1,1,1.796,0.41,3,1,0
1039,1109,1,1,1,4,0.257,0.621,3,1,1
1040,1111,1,2,2,2,1.173,0.476,3,1,1
1041,1112,1,2,2,2,0.473,0.315,3,1,1
1042,1113,1,2,1,1,1.859,0.768,3,1,0
1043,1115,1,2,1,2,0.387,0.574,3,1,0
1044,1116,1,1,1,2,1.03,0.682,3,1,1
1045,1117,1,1,1,2,1.209,0.835,3,1,1
1046,1118,1,1,1,3,0.786,0.523,3,1,1
1047,1119,1,1,1,3,0.397,0.425,3,1,1
1048,1120,1,1,1,4,0.336,0.332,3,1,1
1049,1121,1,1,1,3,0.383,1.008,3,1,1
1050,1122,1,2,1,2,1.473,0.652,3,1,0
1051,1123,1,1,1,2,1.2,1.976,3,1,1
1052,1124,1,2,1,2,1.231,0.311,3,1,0
1053,1125,1,2,2,2,0.595,0.354,3,1,1
1054,1126,1,2,2,3,0.775,0.812,3,1,1
1055,1127,1,2,2,2,1.413,0.422,3,1,1
