,index,Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Day,Feedback,correct
1056,1128,1,2,2,2,0.774,0.295,3,1,1
1057,1129,1,2,1,1,0.84,0.312,3,1,0
1058,1130,1,1,1,2,0.674,0.379,3,1,1
1059,1132,1,2,1,2,0.728,0.336,3,1,0
1060,1133,1,1,1,2,0.641,0.348,3,1,1
1061,1134,1,2,2,2,0.498,0.27,3,1,1
1062,1135,1,1,1,3,0.356,0.324,3,1,1
1063,1136,1,2,1,2,1.259,0.664,3,1,0
1064,1137,1,2,2,3,0.518,3.971,3,1,1
1065,1138,1,2,2,3,1.16,0.527,3,1,1
1066,1139,1,1,1,4,0.408,1.054,3,1,1
1067,1140,1,1,1,4,0.388,0.309,3,1,1
1068,1141,1,1,1,4,0.334,0.288,3,1,1
1069,1142,1,2,1,2,1.024,0.335,3,1,0
1070,1143,1,2,2,2,0.603,0.327,3,1,1
1071,1145,1,2,2,2,0.469,0.301,3,1,1
1072,1146,1,1,1,3,1.166,1.605,3,1,1
1073,1147,1,2,2,2,1.389,0.274,3,1,1
1074,1149,1,2,2,2,0.648,0.315,3,1,1
1075,1150,1,2,2,2,1.041,0.268,3,1,1
1076,1151,1,2,1,1,0.435,0.68,3,1,0
1077,1152,1,1,1,3,0.414,0.418,3,1,1
1078,1153,1,1,1,4,0.322,0.276,3,1,1
1079,1154,1,1,2,2,1.2,0.316,3,1,0
1080,1155,1,1,1,3,0.355,0.351,3,1,1
1081,1156,1,2,2,1,0.671,0.73,3,1,1
1082,1157,1,1,1,2,0.55,0.956,3,1,1
1083,1158,1,1,1,3,0.374,0.811,3,1,1
1084,1160,1,1,1,2,0.683,0.272,3,1,1
1085,1161,1,1,1,2,0.473,0.35,3,1,1
1086,1162,1,1,1,1,1.668,0.335,3,1,1
1087,1163,1,2,2,2,0.493,0.284,3,1,1
1088,1164,1,1,1,3,0.544,0.477,3,1,1
1089,1165,1,1,1,4,0.488,0.796,3,1,1
1090,1166,1,2,2,2,0.685,0.277,3,1,1
1091,1167,1,1,1,2,0.612,0.477,3,1,1
1092,1168,1,2,2,2,0.625,0.749,3,1,1
1093,1169,1,1,1,2,0.549,0.653,3,1,1
1094,1170,1,2,2,3,0.682,0.558,3,1,1
1095,1171,1,1,1,2,0.55,0.351,3,1,1
1096,1172,1,1,1,2,0.674,0.73,3,1,1
1097,1173,1,1,1,2,0.494,0.387,3,1,1
1098,1174,1,2,2,1,1.029,0.496,3,1,1
1099,1175,1,2,2,2,0.854,0.402,3,1,1
1100,1176,1,2,2,2,0.801,0.323,3,1,1
1101,1177,1,2,2,3,0.911,0.293,3,1,1
1102,1178,1,2,2,1,1.693,0.382,3,1,1
1103,1179,1,2,2,2,0.746,0.257,3,1,1
1104,1180,1,1,1,1,0.758,1.096,3,1,1
1105,1181,1,2,1,2,0.807,0.284,3,1,0
1106,1182,1,2,2,2,0.633,0.284,3,1,1
1107,1184,1,2,1,1,0.654,0.667,3,1,0
1108,1185,1,1,1,3,0.403,0.445,3,1,1
1109,1186,1,2,2,2,0.993,0.268,3,1,1
1110,1187,1,1,1,4,0.372,0.3,3,1,1
1111,1188,1,2,1,2,0.962,0.686,3,1,0
1112,1189,1,1,1,2,0.604,0.651,3,1,1
1113,1190,1,2,2,2,0.59,0.35,3,1,1
1114,1192,1,1,1,2,0.693,0.554,3,1,1
1115,1193,1,2,2,2,0.894,0.547,3,1,1
1116,1195,1,2,1,2,0.403,0.554,3,1,0
1117,1197,1,2,2,2,0.703,0.363,3,1,1
1118,1198,1,2,1,2,0.693,1.038,3,1,0
1119,1199,1,2,2,2,0.762,0.609,3,1,1
1120,1200,1,2,2,2,1.077,0.541,3,1,1
1121,1201,1,2,1,2,0.87,0.355,3,1,0
1122,1202,1,1,1,3,0.341,0.268,3,1,1
1123,1203,1,2,2,2,0.616,0.425,3,1,1
1124,1204,1,1,1,2,0.63,0.25,3,1,1
1125,1205,1,2,2,2,0.693,0.503,3,1,1
1126,1206,1,2,2,3,0.816,0.33,3,1,1
1127,1207,1,2,2,2,0.772,0.546,3,1,1
1128,1208,1,2,1,2,1.112,0.808,3,1,0
1129,1209,1,1,1,3,0.339,0.324,3,1,1
1130,1210,1,2,1,1,1.8,0.894,3,1,0
1131,1211,1,2,1,2,1.861,0.573,3,1,0
1132,1212,1,1,1,3,0.497,0.328,3,1,1
1133,1214,1,1,2,2,0.546,0.296,3,1,0
1134,1215,1,2,2,3,0.5,0.492,3,1,1
1135,1216,1,1,1,2,0.78,0.405,3,1,1
1136,1218,1,1,1,1,1.149,0.43,3,1,1
1137,1219,1,1,1,2,0.576,0.398,3,1,1
1138,1220,1,1,1,3,0.557,0.431,3,1,1
1139,1221,1,2,2,2,0.783,0.276,3,1,1
1140,1222,1,1,1,4,0.416,0.421,3,1,1
1141,1223,1,2,2,2,0.776,0.293,3,1,1
1142,1224,1,2,1,2,1.683,0.465,3,1,0
1143,1225,1,1,1,4,0.29,0.26,3,1,1
1144,1226,1,2,1,2,0.918,0.382,3,1,0
1145,1227,1,2,2,2,0.678,0.39,3,1,1
1146,1229,1,2,1,2,1.233,0.659,3,1,0
1147,1231,1,1,1,3,0.742,0.375,3,1,1
1148,1232,1,1,1,2,0.681,0.738,3,1,1
1149,1233,1,2,2,2,0.59,0.335,3,1,1
1150,1234,1,2,2,3,0.675,0.294,3,1,1
1151,1235,1,2,2,2,0.595,0.452,3,1,1
1152,1236,1,1,1,2,0.696,0.445,3,1,1
1153,1237,1,2,1,3,0.35,0.253,3,1,0
1154,1238,1,1,1,3,0.334,0.273,3,1,1
1155,1239,1,2,1,2,0.602,0.605,3,1,0
1156,1240,1,1,1,2,0.408,1.222,3,1,1
1157,1241,1,2,2,1,0.773,0.53,3,1,1
1158,1242,1,2,1,2,0.473,0.632,3,1,0
1159,1243,1,1,1,3,0.512,0.43,3,1,1
1160,1244,1,1,1,3,0.39,0.281,3,1,1
1161,1245,1,1,1,3,0.387,0.34,3,1,1
1162,1247,1,2,2,2,0.63,0.468,3,1,1
1163,1249,1,2,1,2,1.831,0.393,3,1,0
1164,1250,1,2,1,2,0.628,0.34,3,1,0
1165,1251,1,1,1,3,0.462,0.331,3,1,1
1166,1252,1,2,1,2,0.983,0.28,3,1,0
1167,1253,1,1,1,4,0.299,0.921,3,1,1
1168,1254,1,1,1,3,0.434,0.897,3,1,1
1169,1255,1,1,1,2,0.539,0.543,3,1,1
1170,1256,1,1,1,3,0.452,1.507,3,1,1
1171,1257,1,1,1,2,0.854,0.827,3,1,1
1172,1258,1,2,2,2,1.092,0.976,3,1,1
1173,1259,1,2,2,2,0.839,0.718,3,1,1
1174,1261,1,1,1,3,0.333,0.432,3,1,1
1175,1262,1,2,1,2,0.669,1.187,3,1,0
1176,1263,1,1,1,3,0.428,0.362,3,1,1
1177,1264,1,2,2,2,0.717,0.261,3,1,1
1178,1265,1,2,1,2,0.547,0.43,3,1,0
1179,1266,1,2,2,2,0.527,0.532,3,1,1
1180,1267,1,1,1,3,0.455,3.564,3,1,1
1181,1268,1,1,1,3,0.547,1.558,3,1,1
1182,1269,1,1,2,2,0.743,0.554,3,1,0
1183,1270,1,2,2,3,0.847,1.503,3,1,1
1184,1271,1,1,2,1,1.21,2.671,3,1,0
1185,1272,1,1,1,3,0.304,1.03,3,1,1
1186,1273,1,1,1,3,0.448,0.381,3,1,1
1187,1274,1,1,1,2,0.72,2.13,3,1,1
1188,1275,1,1,1,3,0.298,0.445,3,1,1
1189,1276,1,1,2,2,1.599,0.713,3,1,0
1190,1277,1,2,2,2,0.431,0.6,3,1,1
1191,1278,1,2,1,1,1.264,0.312,3,1,0
1192,1279,1,2,1,2,0.832,0.573,3,1,0
1193,1280,1,2,1,2,0.933,1.003,3,1,0
1194,1281,1,2,1,2,1.093,0.721,3,1,0
1195,1282,1,1,1,3,0.59,0.319,3,1,1
1196,1283,1,1,1,1,1.661,1.608,3,1,1
1197,1284,1,1,1,3,0.414,2.027,3,1,1
1198,1286,1,1,1,3,0.797,0.397,3,1,1
1199,1287,1,2,1,2,0.736,0.428,3,1,0
1200,1288,1,1,1,3,0.43,0.305,3,1,1
1201,1289,1,2,1,2,1.077,0.363,3,1,0
1202,1290,1,1,1,3,0.316,0.269,3,1,1
1203,1291,1,2,2,2,0.437,0.539,3,1,1
1204,1292,1,1,2,1,0.918,0.382,3,1,0
1205,1293,1,1,1,2,0.743,0.562,3,1,1
1206,1294,1,2,1,2,0.691,1.464,3,1,0
1207,1295,1,1,1,3,0.336,0.281,3,1,1
1208,1296,1,2,2,2,0.641,0.281,3,1,1
1209,1297,1,1,1,3,0.567,0.26,3,1,1
1210,1298,1,2,2,3,0.51,1.678,3,1,1
1211,1299,1,2,1,2,1.046,0.348,3,1,0
1212,1300,1,1,1,3,0.314,0.781,3,1,1
1213,1301,1,2,1,2,1.063,0.313,3,1,0
1214,1303,1,1,1,4,0.33,0.663,3,1,1
1215,1304,1,2,1,3,1.542,1.08,3,1,0
1216,1305,1,2,2,3,0.563,1.277,3,1,1
1217,1306,1,2,1,2,0.885,0.554,3,1,0
1218,1307,1,2,1,1,1.376,0.402,3,1,0
1219,1308,1,1,1,3,0.34,0.28,3,1,1
1220,1310,1,1,1,3,0.461,0.437,3,1,1
1221,1311,1,1,1,4,0.271,0.335,3,1,1
1222,1312,1,2,2,3,0.627,0.401,3,1,1
1223,1313,1,1,1,4,0.284,0.27,3,1,1
1224,1314,1,2,1,2,0.867,0.481,3,1,0
1225,1315,1,2,2,2,0.518,0.33,3,1,1
1226,1316,1,2,2,2,0.545,0.543,3,1,1
1227,1317,1,2,2,1,1.765,0.43,3,1,1
1228,1318,1,1,1,2,0.715,2.381,3,1,1
1229,1319,1,2,2,2,0.709,0.262,3,1,1
1230,1320,1,2,1,3,0.349,0.257,3,1,0
1231,1321,1,2,2,2,0.574,0.242,3,1,1
1232,1322,1,2,2,3,0.806,0.411,3,1,1
1233,1323,1,2,2,1,1.482,0.355,3,1,1
1234,1324,1,2,1,1,1.392,0.456,3,1,0
1235,1325,1,2,2,2,0.527,0.301,3,1,1
1236,1326,1,2,2,2,0.626,0.484,3,1,1
1237,1327,1,1,1,3,0.495,0.702,3,1,1
1238,1328,1,2,2,2,1.696,0.555,3,1,1
1239,1329,1,1,1,3,0.575,0.937,3,1,1
1240,1330,1,1,1,4,0.407,0.527,3,1,1
1241,1331,1,2,1,2,1.461,0.469,3,1,0
1242,1332,1,1,1,2,0.628,0.292,3,1,1
1243,1333,1,1,1,4,0.286,1.385,3,1,1
1244,1334,1,2,1,2,1.787,0.464,3,1,0
1245,1335,1,2,2,2,1.356,0.349,3,1,1
1246,1336,1,1,1,3,0.357,1.518,3,1,1
1247,1337,1,2,2,2,1.086,1.202,3,1,1
1248,1338,1,2,2,2,0.746,1.355,3,1,1
1249,1339,1,1,1,3,0.493,0.362,3,1,1
1250,1340,1,2,2,3,0.639,0.526,3,1,1
1251,1341,1,2,2,2,1.15,0.566,3,1,1
1252,1342,1,1,1,4,0.394,0.354,3,1,1
1253,1343,1,2,2,2,0.685,0.386,3,1,1
1254,1344,1,2,2,1,1.709,0.273,3,1,1
1255,1345,1,2,2,2,0.713,0.726,3,1,1
1256,1346,1,2,1,1,1.292,0.753,3,1,0
1257,1347,1,2,1,2,0.587,0.361,3,1,0
1258,1348,1,1,1,3,0.74,0.488,3,1,1
1259,1349,1,2,1,1,1.771,0.468,3,1,0
1260,1350,1,1,1,3,0.87,1.799,4,1,1
1261,1351,1,2,1,3,0.623,1.233,4,1,0
1262,1352,1,2,1,2,0.787,0.34,4,1,0
1263,1354,1,1,2,2,0.907,0.726,4,1,0
1264,1355,1,1,1,3,0.438,0.691,4,1,1
1265,1356,1,1,1,3,0.489,0.772,4,1,1
1266,1357,1,1,1,4,0.394,0.358,4,1,1
1267,1358,1,1,1,4,0.469,0.331,4,1,1
1268,1359,1,2,1,2,0.913,0.916,4,1,0
1269,1360,1,1,1,2,0.661,0.605,4,1,1
1270,1361,1,2,2,2,0.734,1.006,4,1,1
1271,1362,1,1,1,3,0.621,0.418,4,1,1
1272,1363,1,2,2,2,0.585,0.273,4,1,1
1273,1364,1,2,2,3,0.634,1.186,4,1,1
1274,1365,1,1,2,2,0.681,0.343,4,1,0
1275,1366,1,2,1,1,1.907,0.344,4,1,0
1276,1367,1,1,1,3,0.364,0.28,4,1,1
1277,1368,1,1,1,4,0.33,0.328,4,1,1
1278,1369,1,1,1,4,0.352,0.363,4,1,1
1279,1370,1,1,1,4,0.328,0.282,4,1,1
1280,1371,1,1,1,2,0.694,1.175,4,1,1
1281,1372,1,2,1,3,0.407,0.34,4,1,0
1282,1373,1,1,1,2,1.072,0.77,4,1,1
1283,1374,1,2,2,2,0.953,0.464,4,1,1
1284,1375,1,2,1,2,0.577,0.348,4,1,0
1285,1376,1,2,2,2,0.558,0.32,4,1,1
1286,1377,1,2,1,1,1.759,0.252,4,1,0
1287,1378,1,2,2,2,0.706,0.32,4,1,1
1288,1380,1,2,2,2,0.862,0.281,4,1,1
1289,1381,1,1,1,4,0.444,0.733,4,1,1
1290,1382,1,1,1,4,0.524,3.303,4,1,1
1291,1383,1,1,1,3,0.416,1.429,4,1,1
1292,1384,1,2,2,2,1.665,0.261,4,1,1
1293,1386,1,1,2,2,1.186,0.238,4,1,0
1294,1387,1,2,2,3,0.533,0.32,4,1,1
1295,1388,1,2,2,2,1.311,0.262,4,1,1
1296,1389,1,2,1,1,1.084,0.256,4,1,0
1297,1390,1,2,1,2,0.463,0.811,4,1,0
1298,1391,1,2,2,2,0.729,0.277,4,1,1
1299,1392,1,2,1,3,0.413,0.265,4,1,0
1300,1393,1,1,1,4,0.282,0.285,4,1,1
1301,1394,1,2,1,2,0.802,1.112,4,1,0
1302,1395,1,2,1,2,0.717,0.262,4,1,0
1303,1396,1,2,1,2,0.731,0.339,4,1,0
1304,1397,1,1,1,3,0.424,0.711,4,1,1
1305,1398,1,2,2,2,1.481,0.726,4,1,1
1306,1400,1,2,1,1,1.156,0.902,4,1,0
1307,1401,1,2,2,2,0.773,0.273,4,1,1
1308,1402,1,1,1,4,0.503,0.722,4,1,1
1309,1403,1,1,1,2,0.643,0.87,4,1,1
1310,1404,1,2,1,3,0.35,0.347,4,1,0
1311,1405,1,1,1,4,0.286,0.293,4,1,1
1312,1406,1,1,1,3,0.538,0.559,4,1,1
1313,1407,1,1,1,3,1.176,0.482,4,1,1
1314,1408,1,1,1,3,0.334,0.352,4,1,1
1315,1409,1,2,1,2,0.805,0.312,4,1,0
1316,1410,1,2,2,2,0.548,0.324,4,1,1
1317,1411,1,1,1,2,1.054,1.128,4,1,1
1318,1412,1,1,1,4,0.491,1.304,4,1,1
1319,1413,1,2,1,3,0.497,0.28,4,1,0
1320,1414,1,2,2,3,0.776,0.358,4,1,1
1321,1416,1,1,1,2,1.154,0.741,4,1,1
1322,1417,1,1,1,4,0.37,0.606,4,1,1
1323,1418,1,1,2,3,0.787,0.601,4,1,0
1324,1419,1,1,1,4,0.313,0.252,4,1,1
1325,1420,1,1,1,4,0.335,0.222,4,1,1
1326,1421,1,1,1,4,0.27,0.242,4,1,1
1327,1422,1,1,1,3,0.328,0.249,4,1,1
1328,1423,1,1,1,4,0.276,0.254,4,1,1
1329,1424,1,2,1,3,0.872,0.555,4,1,0
1330,1425,1,2,2,2,1.546,0.446,4,1,1
1331,1426,1,1,1,3,0.334,0.84,4,1,1
1332,1427,1,2,1,2,1.238,1.503,4,1,0
1333,1428,1,1,1,4,0.469,0.625,4,1,1
1334,1429,1,1,1,3,0.396,0.48,4,1,1
1335,1430,1,2,2,2,0.443,0.484,4,1,1
1336,1431,1,1,1,2,1.282,0.535,4,1,1
1337,1432,1,1,1,3,0.286,0.606,4,1,1
1338,1433,1,1,1,3,0.576,0.402,4,1,1
1339,1434,1,2,1,3,0.363,0.324,4,1,0
1340,1435,1,2,2,2,1.782,0.268,4,1,1
1341,1436,1,2,2,3,0.394,0.28,4,1,1
1342,1437,1,2,1,2,0.989,0.753,4,1,0
1343,1438,1,1,1,2,0.799,0.324,4,1,1
1344,1439,1,2,2,2,0.592,0.242,4,1,1
1345,1440,1,2,2,2,1.112,0.254,4,1,1
1346,1441,1,1,1,3,0.343,0.289,4,1,1
1347,1442,1,2,1,2,0.608,0.359,4,1,0
1348,1443,1,2,2,1,0.953,0.982,4,1,1
1349,1444,1,2,2,1,0.724,0.355,4,1,1
1350,1445,1,1,1,2,0.732,0.723,4,1,1
1351,1446,1,2,1,1,0.899,0.265,4,1,0
1352,1447,1,1,1,3,0.301,0.534,4,1,1
1353,1448,1,1,1,3,0.341,0.311,4,1,1
1354,1449,1,1,1,3,0.359,0.336,4,1,1
1355,1450,1,1,1,4,0.452,0.644,4,1,1
1356,1451,1,1,1,3,0.488,0.641,4,1,1
1357,1452,1,2,1,3,0.535,0.301,4,1,0
1358,1453,1,2,2,2,0.515,0.272,4,1,1
1359,1454,1,1,1,3,0.564,0.226,4,1,1
1360,1455,1,2,1,2,0.292,0.702,4,1,0
1361,1456,1,2,2,2,1.874,0.632,4,1,1
1362,1457,1,2,2,2,0.457,0.229,4,1,1
1363,1458,1,2,2,3,0.516,0.245,4,1,1
1364,1459,1,2,2,2,1.184,0.214,4,1,1
1365,1461,1,2,1,3,0.483,0.278,4,1,0
1366,1462,1,1,1,2,0.547,0.402,4,1,1
1367,1463,1,2,2,2,0.543,0.233,4,1,1
1368,1464,1,2,1,3,0.327,0.433,4,1,0
1369,1465,1,1,1,4,0.326,0.273,4,1,1
1370,1466,1,1,1,4,0.27,0.253,4,1,1
1371,1467,1,1,1,3,0.549,0.277,4,1,1
1372,1468,1,2,1,3,0.631,0.475,4,1,0
1373,1469,1,2,1,2,0.525,0.394,4,1,0
1374,1471,1,2,2,2,0.488,0.234,4,1,1
1375,1472,1,2,1,1,1.213,0.809,4,1,0
1376,1473,1,2,1,2,0.398,0.266,4,1,0
1377,1475,1,1,1,4,0.257,0.768,4,1,1
1378,1476,1,1,1,3,0.583,0.257,4,1,1
1379,1477,1,1,1,3,0.276,0.273,4,1,1
1380,1478,1,1,1,4,0.237,0.249,4,1,1
1381,1479,1,1,1,3,0.281,0.253,4,1,1
1382,1480,1,1,1,3,0.31,0.281,4,1,1
1383,1481,1,2,1,4,0.291,0.276,4,1,0
1384,1482,1,1,1,3,0.306,0.812,4,1,1
1385,1483,1,2,2,2,0.555,0.339,4,1,1
1386,1485,1,1,1,3,0.414,0.516,4,1,1
1387,1486,1,1,1,3,0.335,0.258,4,1,1
1388,1487,1,2,2,2,0.507,0.354,4,1,1
1389,1488,1,1,1,3,0.365,0.241,4,1,1
1390,1489,1,2,1,2,0.835,0.538,4,1,0
1391,1490,1,1,1,3,0.356,0.261,4,1,1
1392,1491,1,1,1,3,0.321,0.254,4,1,1
1393,1492,1,2,1,1,1.511,0.375,4,1,0
1394,1493,1,2,2,2,0.494,0.328,4,1,1
1395,1495,1,1,1,3,0.585,0.666,4,1,1
1396,1496,1,2,1,1,1.581,0.242,4,1,0
1397,1497,1,2,2,2,0.508,0.265,4,1,1
1398,1498,1,1,1,4,0.483,0.522,4,1,1
1399,1499,1,2,2,2,1.215,0.219,4,1,1
1400,1500,1,1,1,3,0.408,0.891,4,1,1
1401,1501,1,2,2,2,0.96,0.214,4,1,1
1402,1502,1,1,1,4,0.403,0.332,4,1,1
1403,1503,1,1,1,3,0.608,0.287,4,1,1
1404,1504,1,2,2,2,0.697,0.422,4,1,1
1405,1505,1,2,1,2,0.745,0.928,4,1,0
1406,1506,1,2,2,3,0.481,0.324,4,1,1
1407,1507,1,2,2,3,0.888,0.246,4,1,1
1408,1508,1,2,2,2,0.948,0.545,4,1,1
1409,1509,1,2,2,2,0.981,0.289,4,1,1
1410,1510,1,1,1,4,0.268,0.261,4,1,1
1411,1511,1,2,1,2,0.517,0.371,4,1,0
1412,1513,1,2,1,1,1.341,0.866,4,1,0
1413,1514,1,2,1,2,0.418,0.245,4,1,0
1414,1515,1,2,2,2,0.987,0.21,4,1,1
1415,1516,1,2,2,2,0.743,0.241,4,1,1
1416,1518,1,2,2,2,1.091,0.436,4,1,1
1417,1520,1,1,1,4,0.519,0.866,4,1,1
1418,1521,1,2,2,3,0.915,0.3,4,1,1
1419,1523,1,1,1,3,0.335,0.378,4,1,1
1420,1524,1,2,2,2,1.048,0.321,4,1,1
1421,1525,1,1,1,3,0.408,0.534,4,1,1
1422,1526,1,1,1,4,0.422,0.457,4,1,1
1423,1527,1,1,1,4,0.235,0.296,4,1,1
1424,1528,1,1,1,3,0.414,0.831,4,1,1
1425,1529,1,1,1,3,0.347,0.41,4,1,1
1426,1530,1,1,1,3,0.239,0.307,4,1,1
1427,1531,1,2,1,2,0.644,0.258,4,1,0
1428,1532,1,2,1,2,0.792,0.386,4,1,0
1429,1534,1,2,1,2,0.358,0.28,4,1,0
1430,1535,1,1,1,2,0.35,0.668,4,1,1
1431,1536,1,2,2,2,0.397,0.601,4,1,1
1432,1537,1,2,2,2,1.074,0.245,4,1,1
1433,1538,1,1,1,2,0.66,0.574,4,1,1
1434,1539,1,1,1,3,0.357,0.644,4,1,1
1435,1540,1,1,1,2,0.647,0.582,4,1,1
1436,1541,1,1,1,2,0.414,0.229,4,1,1
1437,1542,1,2,2,1,1.459,0.746,4,1,1
1438,1543,1,1,2,2,0.794,0.335,4,1,0
1439,1544,1,2,2,1,0.687,0.893,4,1,1
1440,1545,1,2,1,1,1.317,1.16,4,1,0
1441,1546,1,1,1,3,0.376,0.749,4,1,1
1442,1547,1,1,1,3,0.331,0.261,4,1,1
1443,1548,1,1,1,3,0.384,0.448,4,1,1
1444,1549,1,2,2,3,0.506,1.182,4,1,1
1445,1550,1,1,2,2,0.582,0.215,4,1,0
1446,1551,1,2,1,3,0.387,0.225,4,1,0
1447,1552,1,1,1,3,0.748,0.215,4,1,1
1448,1553,1,1,1,4,0.324,0.476,4,1,1
1449,1554,1,2,2,2,0.856,0.795,4,1,1
1450,1555,1,2,2,1,1.204,0.292,4,1,1
1451,1556,1,1,2,2,1.084,0.296,4,1,0
1452,1557,1,1,1,2,0.7,0.339,4,1,1
1453,1558,1,2,1,1,1.036,0.254,4,1,0
1454,1560,1,2,1,2,0.513,0.263,4,1,0
1455,1561,1,1,1,2,1.557,0.289,4,1,1
1456,1562,1,2,2,1,0.844,0.503,4,1,1
1457,1563,1,2,2,2,0.875,0.281,4,1,1
1458,1564,1,1,1,2,1.219,0.484,4,1,1
1459,1565,1,1,1,3,0.548,0.643,4,1,1
1460,1566,1,2,2,3,0.544,0.457,4,1,1
1461,1567,1,2,2,3,0.727,1.272,4,1,1
1462,1568,1,1,1,4,0.338,0.327,4,1,1
1463,1569,1,2,1,2,0.976,0.519,4,1,0
1464,1570,1,2,2,2,0.459,0.354,4,1,1
1465,1571,1,2,1,2,0.763,0.612,4,1,0
1466,1572,1,2,1,1,0.704,0.279,4,1,0
1467,1573,1,1,1,4,0.283,0.492,4,1,1
1468,1574,1,1,1,3,0.596,0.324,4,1,1
1469,1575,1,2,1,2,0.447,0.534,4,1,0
1470,1576,1,1,1,3,0.243,0.23,4,1,1
1471,1577,1,1,1,3,0.258,0.226,4,1,1
1472,1578,1,1,1,3,0.338,0.307,4,1,1
1473,1579,1,1,1,3,0.274,0.336,4,1,1
1474,1580,1,2,1,2,0.77,0.241,4,1,0
1475,1581,1,2,1,2,0.459,0.304,4,1,0
1476,1582,1,1,1,2,0.615,0.393,4,1,1
1477,1583,1,2,2,1,0.702,1.137,4,1,1
1478,1584,1,1,1,2,0.653,0.237,4,1,1
1479,1585,1,2,2,2,0.465,0.395,4,1,1
1480,1586,1,2,2,3,0.564,1.046,4,1,1
1481,1587,1,2,2,2,0.969,0.253,4,1,1
1482,1588,1,2,2,2,1.073,0.208,4,1,1
1483,1589,1,1,1,3,0.42,0.32,4,1,1
1484,1590,1,1,1,3,0.47,0.27,4,1,1
1485,1591,1,2,2,2,0.932,0.339,4,1,1
1486,1592,1,2,2,1,1.078,0.891,4,1,1
1487,1593,1,2,2,2,1.273,0.464,4,1,1
1488,1594,1,2,2,2,1.053,0.246,4,1,1
1489,1595,1,1,1,3,0.261,0.227,4,1,1
1490,1596,1,2,1,2,0.412,0.348,4,1,0
1491,1597,1,1,1,2,0.402,0.235,4,1,1
1492,1598,1,2,2,2,0.667,1.096,4,1,1
1493,1599,1,1,1,4,0.305,0.75,4,1,1
1494,1600,1,2,1,3,0.368,0.3,4,1,0
1495,1601,1,1,1,2,0.481,0.336,4,1,1
1496,1602,1,1,1,2,0.261,0.437,4,1,1
1497,1603,1,2,1,2,1.339,0.332,4,1,0
1498,1604,1,2,1,2,0.645,0.308,4,1,0
1499,1605,1,1,1,4,0.247,0.612,4,1,1
1500,1606,1,2,2,2,0.533,0.373,4,1,1
1501,1607,1,2,2,3,0.568,0.403,4,1,1
1502,1608,1,1,1,3,0.363,0.444,4,1,1
1503,1609,1,2,1,2,1.444,4.942,4,1,0
1504,1610,1,1,1,2,0.548,0.231,4,1,1
1505,1611,1,2,2,2,0.874,0.281,4,1,1
1506,1612,1,2,1,2,1.159,0.425,4,1,0
1507,1613,1,2,2,3,0.696,0.522,4,1,1
1508,1614,1,1,1,3,0.386,0.619,4,1,1
1509,1616,1,1,1,3,0.348,0.469,4,1,1
1510,1617,1,1,1,2,0.922,0.246,4,1,1
1511,1618,1,2,2,2,0.499,0.48,4,1,1
1512,1619,1,2,1,3,0.542,0.28,4,1,0
1513,1620,1,1,1,4,0.318,0.257,4,1,1
1514,1621,1,1,1,2,0.475,0.199,4,1,1
1515,1622,1,1,1,3,0.253,0.262,4,1,1
1516,1623,1,2,1,2,1.688,0.316,4,1,0
1517,1624,1,1,1,3,0.248,0.409,4,1,1
1518,1625,1,1,1,2,0.348,0.237,4,1,1
1519,1626,1,2,2,2,0.428,0.218,4,1,1
1520,1627,1,1,1,1,1.863,0.281,4,1,1
1521,1628,1,2,1,3,0.277,0.64,4,1,0
1522,1629,1,2,1,2,0.857,0.296,4,1,0
1523,1630,1,1,1,2,0.464,0.301,4,1,1
1524,1631,1,1,1,3,0.297,0.211,4,1,1
1525,1632,1,1,1,2,0.543,0.523,4,1,1
1526,1633,1,1,1,2,0.343,0.272,4,1,1
1527,1634,1,1,2,1,1.896,1.109,4,1,0
1528,1635,1,2,2,2,0.627,0.284,4,1,1
1529,1637,1,1,1,3,0.318,0.332,4,1,1
1530,1638,1,1,1,4,0.366,0.288,4,1,1
1531,1639,1,1,1,4,0.313,0.274,4,1,1
1532,1640,1,2,2,2,0.963,0.273,4,1,1
1533,1641,1,1,1,4,0.251,0.256,4,1,1
1534,1642,1,1,1,4,0.505,0.276,4,1,1
1535,1643,1,2,1,2,0.501,0.401,4,1,0
1536,1644,1,1,1,2,0.922,0.82,4,1,1
1537,1645,1,1,1,2,0.338,0.27,4,1,1
1538,1646,1,1,1,3,1.245,0.772,4,1,1
1539,1647,1,2,2,2,0.409,0.246,4,1,1
1540,1648,1,2,1,1,1.102,1.706,4,1,0
1541,1649,1,1,1,2,0.607,0.697,4,1,1
1542,1650,1,1,1,4,0.307,0.254,4,1,1
1543,1651,1,1,1,3,0.412,0.264,4,1,1
1544,1653,1,2,1,1,0.922,0.733,4,1,0
1545,1654,1,1,1,3,0.241,0.253,4,1,1
1546,1655,1,2,2,2,1.389,1.155,4,1,1
1547,1656,1,1,1,3,0.325,0.25,4,1,1
1548,1657,1,1,1,4,0.368,0.866,4,1,1
1549,1658,1,1,1,4,0.232,0.262,4,1,1
1550,1659,1,1,1,4,0.275,0.226,4,1,1
1551,1660,1,2,1,3,0.336,0.237,4,1,0
1552,1661,1,1,1,2,1.189,0.484,4,1,1
1553,1662,1,2,1,2,1.632,0.249,4,1,0
