ID,drift_rate,bound,non_dec,LL
1.0,0.732435038734597,0.7558586018756831,0.16452787141007313,6143.035727257832
2.0,0.4181928044345463,0.7939533085491658,0.2006566493694082,5206.802523486137
3.0,0.7113341717062673,0.8666256474149802,0.1626838855621515,6570.459560526869
4.0,0.5904365278952312,0.759942201996313,0.18047941829091735,7004.027744178849
5.0,0.6584084941810449,0.8184841910239284,0.16363723860481744,6606.494428464372
6.0,1.1842835476931215,0.6956407225387365,0.1772570848694425,3935.1153077776876
7.0,1.212884041220538,0.7006685477864776,0.17767009879500786,3784.081248092727
8.0,0.6508420057775268,0.7184963318367815,0.15214936816053157,4423.614110438777
9.0,0.959704909093969,0.6970700271761117,0.23420311205598324,3467.8581762640733
10.0,1.127435896123394,0.7115624171949803,0.15785169282045886,4034.1948228460833
11.0,1.0618081177536853,0.8054960648740942,0.16351009185113863,5612.344745797968
12.0,0.8027378875880484,0.6772548256839911,0.1808311603455105,5937.218594885541
13.0,0.5830278154246951,0.5891915732246904,0.16313992633331012,4791.345921912374
14.0,0.6462438819609346,0.8171194708449391,0.17212074555848106,7170.350589320343
15.0,0.4722258416662606,0.7465683218707193,0.21261832427842656,6430.453298688766
16.0,0.5092882463651481,0.6682664204222996,0.18210000290985848,6058.6149526910785
17.0,1.0060347623532313,0.8233613814807995,0.1895505956759602,6253.388985992177
18.0,0.5674609206366904,0.6734978613609812,0.16085739789723993,6238.16914697171
19.0,0.5551898489343227,0.6568032972883853,0.15826410109568154,5903.136917299501
20.0,0.6671961679592908,0.8574488902093302,0.27223157509963886,5911.769464422111
21.0,0.7211720378686688,0.5516450011686098,0.16181884476139416,3755.2722203519165
22.0,1.0065786506818477,0.7953474137613838,0.15878261075633993,4777.451848359385
23.0,0.7028010868321185,0.7263301934653693,0.18316734221518707,5608.826937683294
24.0,0.8135892329711203,0.6326681186253993,0.18181898241423045,4099.586221074509
25.0,1.1398373785454583,0.7037572977835508,0.16316379596133537,4527.063804118335
26.0,0.6037758231839209,0.7050472659538463,0.16840499223279082,6043.791445729541
27.0,0.7997021609660966,0.6540722932067361,0.15563166283247087,5173.670378870041
28.0,0.9731976893156039,0.7921072744559438,0.14132949245843074,6354.1727252960645
29.0,1.0839281016744127,0.7514750552874464,0.13686550394487998,5096.704737208499
30.0,0.4662953968670221,0.732227525824392,0.159932020449006,5892.817993184829
31.0,0.8493689782154629,0.9526109320890922,0.30558246214295115,6634.833087506061
32.0,0.9652792304105409,0.5940216317819693,0.17967355752953823,5155.138052665859
33.0,1.3700435361202428,0.6541719164194916,0.16051853312336153,4535.33678200173
34.0,1.126969342069782,0.8491130344988659,0.3325297046755113,4010.9499430109613
35.0,0.30912327604539114,0.6002103401284002,0.1729709952212768,2067.928509458985
36.0,0.6296968696002915,0.7041215392521921,0.4693522192650632,5768.062316517943
37.0,0.7699278397400869,0.5361964185886335,0.17233323907382583,4686.740447606122
38.0,1.3853810381998741,0.6847808684376923,0.15236454680620104,4982.930373920066
39.0,0.7010437609451118,0.9077163311372745,0.1678652405907484,5026.688709640945
40.0,1.1503702480404496,0.7128599217379245,0.18390788043990153,5132.3952136598455
41.0,1.171600191287506,0.6567318212523263,0.16309469148549818,3669.2756641279693
42.0,0.6454900175326986,0.7417563255864331,0.3378897271603224,5043.02748249292
43.0,0.9240859436951583,0.8154142569155284,0.16724253745395637,6145.588219265803
44.0,0.6506805016694652,0.6922636900195666,0.15315521696226736,5203.064192784614
45.0,0.5065810666764042,0.7929011988285463,0.19332982428609002,6542.435859151983
46.0,0.4511305993522896,0.6106250465077483,0.16006494277018002,4839.757680296584
47.0,0.9353073994385881,0.5259922660398842,0.1698650672267612,3614.59819713994
48.0,1.057817394827408,0.762049404243719,0.14520918785821965,4050.1951397045805
49.0,0.9010225411607256,0.8421019160148822,0.17926564473636902,5910.43587471604
50.0,0.7948321643724648,0.7624077070223723,0.22086920137156912,6499.950622311815
51.0,1.1591997148574171,0.7336921271380893,0.17053545234304385,5734.686608574105
52.0,0.9662223407732902,0.7984229428755384,0.1970285170076106,5704.584861440239
53.0,0.36493631325394127,0.596229732406223,0.1583100646733988,4131.237958376469
54.0,1.2887450681832473,0.677783813858442,0.19228178264114998,3049.6966141920366
55.0,1.0020854745061976,0.6542971120389043,0.16937109045986237,5554.656303800119
56.0,0.5534077947663478,0.7009372075108379,0.14914686378060524,6136.765608105668
57.0,0.3810166742908866,0.8740836371307135,0.2570486211472468,7764.462377697418
58.0,0.8359475984403261,0.8992775569235244,0.1694058190690001,5557.1520262754875
59.0,0.7321308976221339,0.85345993926661,0.1850978697282442,6675.677619591452
60.0,1.1714422084774698,0.8737420858313323,0.16704443796656265,4459.779666857973
