ID,drift_rate,bound,non_dec,tau,CI1,CI2,CI3,LL
1.0,0.732581996166721,0.7589563029219636,0.16269833162349442,3.496504047273672,0.46613819960828573,3.321017294976399,4.8225274271618535,5988.855202424497
2.0,0.40950953023271264,0.7774715821079844,0.20008981473518295,2.6434211999431967,-1.7488927394370006,-0.28083242971790656,5.468060309719094,5342.285128047963
3.0,0.7065157816561597,0.8680791756187005,0.15978922112190533,4.5563241886239245,3.923592195500657,4.91830149784099,2.77515838185861,6508.624652766087
4.0,0.5737636854034136,0.7639429389953525,0.17737375440863457,7.772081127686131,3.9191860836129213,5.678205666146745,3.6913652012042704,6972.834552383393
5.0,0.6582486918640548,0.8196268921151447,0.16261361916750086,5.929846720304414,-0.34517511882930735,3.6548248811706925,7.016319842838128,6499.103055864622
6.0,1.1847884677694553,0.6977056936997534,0.17690711517223484,5.536400014876512,2.2182946248738955,3.267147661862733,3.8289180697954492,3875.49300726344
7.0,1.1331784204219293,0.6946763703608381,0.17492214229278366,3.1550129378300222,4.0,7.1852077010041775,4.7309276796740685,3863.3872075992053
8.0,0.6454460150363149,0.7080396125295582,0.15788637157443133,5.710094728404502,-3.992196258351473,-1.3228877958012881,6.669308462550185,4416.012889106427
9.0,0.9603156613777265,0.7061161861318974,0.22978032084656078,2.2132161431498956,3.8820963456377404,5.671462566775627,3.242475484676043,3385.776332657751
10.0,1.1270961564757676,0.7096330621259747,0.15806894266907207,1.99159263569725,3.191902061184161,4.826801994778837,4.520621425926315,3922.8737351004784
11.0,1.060214625896483,0.7962403656388134,0.16861181423307084,3.1813431156106993,0.12229061306433922,2.6098068723163546,4.560044035499145,5462.516797613914
12.0,0.8021141980492338,0.6701485280428797,0.18412625963692708,4.279131177925086,3.161626652847634,4.858796845507972,3.6113925003302003,5837.342422116919
13.0,0.5829855356210535,0.5819097546637435,0.16701182517813679,4.500338331429026,1.8767472870263868,3.8938278964574975,4.636478969331948,4707.505995001491
