ID,drift_rate,bound,non_dec,tau,CI1,CI2,CI3,LL
14.0,0.6463056950218622,0.8214008069549146,0.16974372221839076,6.32843564464907,2.7882652067277887,4.4610351597012885,3.4629839790667787,7061.931073559358
15.0,0.44586356334500815,0.7471560692991281,0.21013016933266793,8.456648586595346,4.0,5.362143873674895,4.800583168027115,6395.549465048542
16.0,0.5097090223104999,0.6586183373863167,0.18812232192322492,6.24174774911765,2.2517872473962632,4.5071484365082135,4.307303977302328,5965.309241223359
17.0,1.0061817093789165,0.825090408242409,0.18866320423860228,3.7338909248751566,1.5304299101425998,3.2791876047065416,3.8099981186917753,6099.2413302599325
18.0,0.5676063762853011,0.6815962930854113,0.1551668141617067,7.511221301961387,1.1781066621164713,3.926945303436522,5.252816003210233,6165.447310517372
19.0,0.5551924712007035,0.6568091579199926,0.1589381470944088,7.480818036690076,1.2668506310809553,3.9020595954463193,5.950387635056497,5835.174491365531
20.0,0.6616828872880037,0.8381190424540608,0.28143374955694433,4.959315852162409,1.4225315903867475,5.422531590386748,8.0,5941.966858862449
21.0,0.7205633059779205,0.5436921773422145,0.16534926092057836,5.0683134569965,-2.060375508088466,1.6819685109992841,6.9931028250988945,3700.1518634111485
22.0,1.0060334068537655,0.7918053002893488,0.16024182829314856,2.6062340622743765,0.2893895084179159,4.056593893601825,6.778688490502969,4635.270674820465
23.0,0.7010447226911203,0.7245058729381364,0.18395892252558765,3.3920314891907117,1.5429413161404697,3.9879526958621407,6.445011379721671,5495.105465901944
24.0,0.8117946441251174,0.6228726014884599,0.18612382069196892,3.5725477838039974,3.2263609361616488,6.5858933706006475,7.359532434438999,4017.5773542364864
25.0,1.1418808500624515,0.7156436554536428,0.1576258824679472,3.181631257048345,-0.16048700363335858,2.66185641241239,4.96079589016389,4413.014184377988
26.0,0.6035337146148099,0.6969136766039487,0.17354680625122257,9.646488657024772,1.0764912527516532,4.6146702716804135,6.916004005096362,5985.434096141954
27.0,0.7885709439040341,0.6347821331488758,0.16589621518437137,4.58651065771106,4.0,4.580789679611584,1.4262239557064411,5125.631749347747
28.0,0.970431809882927,0.7732459977144238,0.15287024596517576,2.1125079433111567,1.732427065009534,2.6741409382548924,2.0569231240273718,6163.624166445872
29.0,1.0849583870751773,0.7602749593391224,0.13176399449827325,2.255722739897698,-0.5956628977690345,2.2902821461442233,4.593815076707021,4935.222054294402
30.0,0.46636493101869225,0.7395275836532348,0.1541632080135339,6.3693027615801485,-0.9571744509503106,2.8777656792383013,7.178493906221647,5799.675988888622
31.0,0.8505327773531084,0.9403005106171143,0.3152654986612305,4.440220196626726,3.3798420347389024,6.022948503113227,5.227761742096121,6485.142238988595
32.0,0.9659623207349514,0.598221023016705,0.1772808621772971,2.3816659174038333,1.2343990217649448,2.6475473622587815,3.2679372745544812,5001.500968882725
33.0,1.3722338050401515,0.6609925991599165,0.15770043060525576,1.4868357688452243,1.754171311145942,2.903885112200199,2.733854090740626,4364.970480569208
34.0,1.1204294804870374,0.8425010452977485,0.3331875973922808,2.9756054350775636,-4.0,-0.8105932523345278,7.189406747665473,3949.8935468287414
35.0,0.30398850468827326,0.5951687993733984,0.16980228595627214,0.814574333584842,-2.232370327488566,-1.3019795078520595,4.930390819636506,2248.629153513518
36.0,0.6265913637520869,0.7006490354488294,0.46971418011588983,3.2505772256333443,1.1011557287231752,2.6593869386088347,5.558231209885659,5698.203804424536
37.0,0.7698599520170574,0.5341800923926543,0.17306901546832393,2.7006378514946956,0.6073862072710952,2.373659679144371,3.585147573625787,4566.768265699797
38.0,1.3831758044283942,0.6760853932145584,0.15602791092089463,1.5819739299294304,1.9093249517276243,2.4116699081171835,1.556298538863095,4817.688757567373
39.0,0.6887233860453016,0.8878941166661058,0.17092635866057992,1.5807480890362164,-1.4885007586460544,2.5114992413539454,7.0991676854137875,5046.659831824036
40.0,1.152544295372752,0.7250355303295949,0.1771494402033395,2.2519920282114945,0.38048816444700706,2.5367011976471456,3.912153301379166,4951.178487992253
41.0,1.1660844582595489,0.6463841151516877,0.16734978497842062,4.495670678354535,0.6069654109414109,2.933782637456116,6.326817226514705,3657.434757025081
42.0,0.639837129449377,0.7306014655691242,0.3409016978119192,2.7532856755913504,-1.534335356857907,0.18381763870864498,5.718152995566552,5007.7883348840605
43.0,0.9252968655802019,0.8238952248270416,0.1629051490220348,2.663467451015061,2.9255924094914256,4.350508464238509,3.2935780698075496,5983.9778023920135
44.0,0.6501947977097967,0.6872151473069184,0.15686048353609439,5.167455141035509,-1.5518062977135392,1.5591435131093605,6.888401841909866,5114.4824087015
45.0,0.5031365317878705,0.7981498391334415,0.18599745038252968,9.367700536370148,0.30983679410838016,4.30983679410838,8.0,6540.181065805696
46.0,0.45088055142426686,0.6051815188606994,0.1632873338609218,8.560498532611371,1.6508653527523975,5.612936318346627,7.962070965594229,4800.2922807688155
47.0,0.9349011988414483,0.5216217894785439,0.1714104035391822,1.3381200112377651,1.6688077770585052,2.4232449975638994,1.742916336679046,3464.43280407496
48.0,1.0428621038431725,0.7480785998763243,0.14775147532098487,4.3836151335612925,-0.10416622010690217,3.8958337798930978,8.0,4177.94803663104
49.0,0.9012105650325357,0.8405780820646208,0.18051833967739603,6.411872175926076,1.6044372984265556,3.956906709186785,4.106161574629304,5822.71292622895
50.0,0.7985277655077612,0.7524424533324653,0.2298919048776366,3.69308169730975,2.1602597087786157,4.0079185459471045,3.8571480661893895,6343.730012339047
51.0,1.16087139747867,0.7517726728582733,0.16082874970083824,1.8745660540028666,1.9157452104882877,3.1361407211643053,2.5478659062852307,5554.45700108635
52.0,0.9660016857168325,0.7966505481980584,0.19831246895687618,3.2657596319786,3.6579967826739894,5.5458411556137195,3.2384322234583145,5581.579118325299
53.0,0.3649770821393122,0.5928236633033726,0.16017818321100746,7.566207516632606,3.9624085682249293,5.934770262213682,4.766167341877668,4088.335731553238
54.0,1.2754039299797502,0.6691625490163864,0.1950006040766491,2.1888504821548405,4.0,5.930602621305077,3.7427110694873003,2983.6898949179067
55.0,1.0016420575860738,0.6504369111621036,0.17111021810917748,2.979609319233301,2.1697287269536107,3.153312155894541,2.6672565678275153,5426.477439992221
56.0,0.5536026167451266,0.7071547384249802,0.1454415055994465,6.5199434528197076,3.797441596063733,4.281303489045105,2.0753930319109615,6060.999688558393
57.0,0.37911955120876906,0.8671721570839556,0.2597937512834227,10.0,2.045960359193382,5.215782485985949,5.299027295927028,7758.4854177276775
58.0,0.8246540261920319,0.8965251492796017,0.16267979397990004,2.611182323304664,-1.0627275804041152,2.937272419595885,6.195466112228017,5587.049208740736
59.0,0.7194099557284285,0.8062666687068705,0.22704848690145107,6.389362248202943,4.0,6.575140899544039,5.588751568275342,6636.560764812122
60.0,1.1730332786359474,0.8828732313076613,0.16279946688785163,2.0594295118058814,-1.7850341709715731,2.2149658290284266,7.442489662832349,4284.953437185569
